Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,837000,16-09-2023
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,13-12-2020
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,12-05-2022
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,377000,18-03-2023
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,469000,26-10-2022
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,27-06-2021
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,30-03-2023
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,860000,12-12-2021
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,03-10-2021
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,264000,08-02-2020
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,76000,30-07-2023
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,16-01-2022
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,27-08-2024
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,16-05-2023
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,21-08-2024
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,29-02-2020
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,23-04-2020
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,29000,07-10-2023
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,17000,04-12-2022
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,10-07-2024
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,06-08-2020
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,06-02-2022
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,23-01-2022
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,26-02-2022
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,29-04-2021
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,29-03-2024
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,566555000,19-04-2024
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,06-08-2024
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,02-02-2024
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,08-06-2024
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,08-06-2025
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,08-11-2023
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,165015000,18-04-2025
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,11-12-2020
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,07-03-2023
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,01-01-2024
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,27-02-2021
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,20-06-2021
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,18-08-2022
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,08-06-2021
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,5087000,07-04-2025
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,52000,19-03-2022
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,27-09-2020
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,27-06-2025
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,08-04-2024
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,05-03-2025
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,30-11-2020
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,28-09-2024
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,14-04-2023
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,23000,19-05-2021
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,17-03-2025
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,10-05-2025
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,07-02-2024
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,23-04-2020
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,02-03-2021
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,02-10-2022
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,01-07-2022
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,08-06-2022
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,21000,15-12-2022
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,02-11-2023
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,17-11-2022
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,28-12-2021
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,08-01-2021
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,4137000,26-06-2021
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,160008000,05-08-2020
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2960000,09-04-2022
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,28-06-2020
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,21-08-2023
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,25-04-2024
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,23-08-2022
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,29-07-2020
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,1018000,16-03-2020
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,26-03-2023
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,06-04-2025
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,25-03-2021
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,55000,02-09-2024
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,25-06-2020
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,701000,14-02-2023
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,26-10-2024
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,03-04-2021
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,10000,13-10-2024
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,117000,19-05-2024
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,08-12-2020
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,17-11-2024
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,18-06-2022
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,04-01-2024
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,28-05-2022
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,09-01-2024
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,03-04-2024
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,19-12-2024
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,27-10-2020
Ola,Media,Content,Chennai,Accel,Series C,141411000,09-12-2024
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,12-01-2023
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,135000,28-12-2024
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,02-05-2020
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,11-04-2025
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,27-09-2023
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,09-01-2022
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,23-09-2020
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,1036000,27-07-2023
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,1261000,19-09-2022
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,08-03-2024
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,26-01-2022
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,22-09-2022
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,17-03-2021
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,05-05-2022
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,10-10-2020
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,22-09-2023
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,08-11-2024
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,21-06-2023
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,14327000,25-12-2022
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,27-05-2023
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,19-02-2020
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,09-01-2021
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,22-05-2025
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,25-10-2021
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,15-04-2023
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,09-08-2022
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,27-05-2025
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,21-10-2022
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,84000,22-05-2025
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,148000,26-03-2025
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,11-11-2022
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,27-08-2024
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,45929000,29-06-2025
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,18000,30-09-2020
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,07-01-2023
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,23-12-2021
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,28-01-2022
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,29-07-2024
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,26-01-2025
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,04-02-2023
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,17-09-2020
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,17-02-2020
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,23-10-2021
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,30-03-2020
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,137000,17-03-2023
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,07-02-2021
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,03-06-2022
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,28-11-2021
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,4765000,14-07-2020
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,06-05-2020
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,26-08-2021
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,16-06-2024
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,18-04-2023
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,9000,15-09-2020
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,03-05-2020
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,13-01-2023
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,08-09-2023
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,04-08-2023
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,09-11-2021
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,29-11-2024
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,12-03-2021
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,14-01-2020
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,20-06-2022
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,22-12-2020
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,26-12-2020
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,06-03-2021
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,24-06-2025
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,27-01-2021
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,15-10-2024
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,06-06-2025
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,07-11-2022
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,12-12-2022
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,06-01-2025
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,30-03-2025
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,16-04-2021
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,15-10-2022
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,17-06-2020
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,19-03-2020
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,289000,22-05-2023
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,22-05-2024
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,21-01-2024
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,03-10-2021
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,28-03-2023
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,21-05-2022
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,03-03-2025
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,11-03-2022
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,01-08-2023
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,63000,12-11-2023
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,12-09-2023
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,14-08-2020
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,382414000,26-09-2021
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,03-11-2023
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,12-12-2022
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,09-12-2024
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,313000,02-01-2021
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,17-11-2024
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,18000,22-04-2022
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,01-06-2021
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,07-03-2024
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,08-08-2022
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,19-09-2024
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,30-12-2022
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,02-01-2025
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,10-05-2023
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,02-02-2020
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,27-08-2024
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,14-01-2023
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,03-04-2022
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,17-05-2020
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,18-05-2025
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,25-07-2023
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,28-02-2024
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,27-05-2022
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,22-02-2021
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,11-08-2023
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,09-11-2021
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,20-02-2022
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,16-10-2020
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,09-06-2020
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,07-07-2022
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,15-05-2022
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,25-05-2022
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,25-12-2020
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,11-09-2022
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000,04-02-2024
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,19-04-2023
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,11-04-2024
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,26-08-2023
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,14-08-2023
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,03-05-2025
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000,29-11-2024
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,12-02-2024
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,04-07-2021
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,03-05-2024
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,02-10-2020
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,30-04-2020
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,27-07-2023
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000,25-04-2021
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,26-03-2020
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,21-11-2021
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,14-02-2022
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,23-12-2024
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000,20-06-2023
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000,23-11-2024
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,14-06-2024
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,24-08-2021
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000,09-09-2021
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,09-03-2021
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,17-03-2025
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,05-10-2023
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000,18-04-2024
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,02-04-2021
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,03-04-2025
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,07-05-2025
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,17-01-2022
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,29-07-2024
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,25-10-2020
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000,17-12-2023
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,07-01-2024
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,08-05-2024
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000,27-01-2023
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,01-08-2021
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000,20-04-2020
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,05-03-2021
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,27-05-2024
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,28-08-2022
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,09-06-2025
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,09-11-2023
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,06-11-2024
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,03-02-2025
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,18-09-2022
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,06-12-2023
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000,06-06-2024
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,27-06-2024
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,09-10-2024
