Startup,Industry,SubVertical,City,Investors,InvestmentType,InvestmentAmount_USD,Date
QuantumAnalytics,SaaS,HRTech,Chennai,Matrix Partners India,Pre-Series A,837000,2023-09-16
FreshTech,Media,Social,Hyderabad,Falcon Edge,Seed,679000,2020-12-13
GrowthConnect,Enterprise,Security,Ahmedabad,Sequoia Capital India,Series A,1511000,2022-05-12
CoreSpace,SaaS,MarTech,Ahmedabad,Zodius Capital,Pre-Series A,377000,2023-03-18
Practo,Media,Streaming,Gurugram,"Omidyar Network, SoftBank Vision Fund, Y Combinator",Seed,469000,2022-10-26
DriveEdge,RealEstate,PropTech,Noida,Elevation Capital,Seed,239000,2021-06-27
FoodFit,AgriTech,Marketplace,Mumbai,Omidyar Network,Series B,38525000,2023-03-30
SkillFlow_806,Retail,Fashion,Kolkata,Ribbit Capital,Pre-Series A,860000,2021-12-12
Oyo,Mobility,EV,Chennai,Kalaari Capital,Series B,65083000,2021-10-03
AutoStack,Consumer Electronics,Smart Home,Noida,"A91 Partners, IFC, Kedaara Capital",Seed,264000,2020-02-08
Meesho,RealEstate,Rental Tech,Kolkata,"IFC, Zodius Capital",Seed,76000,2023-07-30
DriveEdge,Media,Streaming,Bengaluru,Nexus Venture Partners,Series A,14397000,2022-01-16
Delhivery,Enterprise,Security,Chennai,Ribbit Capital,Seed,1104000,2024-08-27
Flipkart,Logistics,Supply Chain,Delhi,Kalaari Capital,Seed,79000,2023-05-16
Porter,HealthTech,Diagnostics,Bengaluru,Mirae Asset,Seed,1494000,2024-08-21
DriveEdge,FinTech,Lending,Delhi,Bessemer Venture Partners,Seed,1238000,2020-02-29
QuantumSolutions,HealthTech,Telemedicine,Kolkata,SoftBank Vision Fund,Series C,81514000,2020-04-23
Delhivery,Enterprise,Analytics,Chennai,"Kalaari Capital, LCatterton, Zodius Capital",Angel,29000,2023-10-07
FinSense,AgriTech,Marketplace,Noida,"Peak XV, Zodius Capital",Angel,17000,2022-12-04
AutoStack,E-commerce,Marketplace,Ahmedabad,SoftBank Vision Fund,Seed,61000,2024-07-10
UrbanDrive,Media,Social,Chennai,Lightspeed India,Seed,172000,2020-08-06
SkillSolutions,Logistics,Fleet Management,Bengaluru,"Info Edge, Peak XV, SoftBank Vision Fund",Series A,8795000,2022-02-06
LogiMart,Retail,E-Retail,Pune,Sequoia Capital India,Series A,1013000,2022-01-23
GreenMart,RealEstate,PropTech,Gurugram,Ribbit Capital,Seed,171000,2022-02-26
ShareChat,Retail,Fashion,Mumbai,"Kalaari Capital, LCatterton",Series A,2940000,2021-04-29
DriveFit,Logistics,Supply Chain,Mumbai,Elevation Capital,Angel,25000,2024-03-29
BharatPe,Consumer Electronics,Smart Home,Pune,"IFC, Kalaari Capital, Sequoia Capital India",Growth,566555000,2024-04-19
NeoLabs,FoodTech,Food Delivery,Chennai,Zodius Capital,Growth,124717000,2024-08-06
Swiggy,Mobility,Ride Sharing,Pune,"Info Edge, Ventures India",Pre-Series A,222000,2024-02-02
ClearTax,Retail,E-Retail,Delhi,"Kalaari Capital, Nexus Venture Partners, Ribbit Capital",Series B,38638000,2024-06-08
HyperLabs,E-commerce,Marketplace,Gurugram,"IFC, Prosus Ventures, Ventures India",Series A,3403000,2025-06-08
FoodLoop,Enterprise,Automation,Delhi,"Bessemer Venture Partners, Zodius Capital",Seed,114000,2023-11-08
BlueRise,SaaS,DevTools,Chennai,"Lightspeed India, Peak XV",Growth,165015000,2025-04-18
HomeFoods,Consumer Electronics,Audio,Hyderabad,Kalaari Capital,Series B,7389000,2020-12-11
DriveLoop,HealthTech,Telemedicine,Pune,Sequoia Capital India,Seed,96000,2023-03-07
DriveEdge,Consumer Electronics,Smart Home,Kolkata,Blume Ventures,Seed,314000,2024-01-01
NextStack,Consumer Electronics,Wearables,Delhi,"Lightspeed India, Zodius Capital",Series A,3110000,2021-02-27
FinFoods,FoodTech,Cloud Kitchen,Bengaluru,Ribbit Capital,Seed,1461000,2021-06-20
LogiMart,RealEstate,Rental Tech,Kolkata,IFC,Seed,190000,2022-08-18
AutoMart,Media,Content,Chennai,Accel,Series B,25007000,2021-06-08
HealthWorks_839,EdTech,Coding Bootcamp,Pune,"Omidyar Network, Tiger Global Management, Ventures India",Debt,5087000,2025-04-07
FarmFit_840,Mobility,Micro Mobility,Chennai,"A91 Partners, Tiger Global Management, Y Combinator",Seed,52000,2022-03-19
EduTech,Mobility,EV,Pune,SoftBank Vision Fund,Growth,288051000,2020-09-27
Paytm,HealthTech,Pharmacy,Mumbai,Mirae Asset,Seed,96000,2025-06-27
QuantumSolutions,FoodTech,Food Delivery,Hyderabad,Falcon Edge,Series A,13499000,2024-04-08
DriveEdge,SaaS,MarTech,Delhi,"Blume Ventures, Info Edge, Ribbit Capital",Series A,1496000,2025-03-05
Udaan,EdTech,K12,Bengaluru,"LCatterton, Mirae Asset, Nexus Venture Partners",Series A,3074000,2020-11-30
NimbusLabs_846,SaaS,MarTech,Kolkata,"Accel, IFC, Nexus Venture Partners",Series A,1260000,2024-09-28
HealthAnalytics,HealthTech,Pharmacy,Ahmedabad,Omidyar Network,Angel,99000,2023-04-14
MediHive,AgriTech,Supply Chain,Chennai,"LCatterton, Prosus Ventures",Angel,23000,2021-05-19
GrowthFlow,RealEstate,PropTech,Chennai,Zodius Capital,Pre-Series A,394000,2025-03-17
HyperLoop_850,Consumer Electronics,Smart Home,Kolkata,Omidyar Network,Series A,1199000,2025-05-10
MediHive,FinTech,NeoBank,Kolkata,"Bessemer Venture Partners, LCatterton, Nexus Venture Partners",Seed,795000,2024-02-07
Postman,Retail,Fashion,Hyderabad,"Peak XV, Tiger Global, Y Combinator",Seed,108000,2020-04-23
FoodFit,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Pre-Seed,158000,2021-03-02
CoreConnect,Retail,Fashion,Delhi,"LCatterton, Ventures India",Seed,107000,2022-10-02
LogiSense,E-commerce,D2C,Noida,"A91 Partners, Mirae Asset",Seed,101000,2022-07-01
Innovaccer,E-commerce,Fashion,Pune,"Info Edge, SoftBank Vision Fund, Tiger Global",Series A,1104000,2022-06-08
SmartMart,RealEstate,Rental Tech,Delhi,"Accel, Mirae Asset, Ribbit Capital",Angel,21000,2022-12-15
HealthRise,Consumer Electronics,Wearables,Delhi,Zodius Capital,Debt,3346000,2023-11-02
DriveLoop,FinTech,NeoBank,Mumbai,Falcon Edge,Angel,6000,2022-11-17
Flipkart,E-commerce,Fashion,Ahmedabad,Omidyar Network,Series C,163351000,2021-12-28
AeroAnalytics_861,Media,Streaming,Kolkata,"Kalaari Capital, Tiger Global",Seed,266000,2021-01-08
Delhivery,SaaS,MarTech,Kolkata,Tiger Global Management,Series A,4137000,2021-06-26
DataEdge,E-commerce,Grocery,Hyderabad,"Falcon Edge, Sequoia Capital India",Growth,160008000,2020-08-05
Porter,FinTech,Lending,Kolkata,"Mirae Asset, Omidyar Network, Tiger Global Management",Series A,2960000,2022-04-09
ShareChat,Media,Streaming,Chennai,Nexus Venture Partners,Series C,91037000,2020-06-28
FinFoods,FinTech,Lending,Bengaluru,Ribbit Capital,Seed,89000,2023-08-21
DriveEdge,Enterprise,Automation,Gurugram,"Kalaari Capital, Nexus Venture Partners",Seed,98000,2024-04-25
Porter,HealthTech,Diagnostics,Kolkata,IFC,Bridge,1201000,2022-08-23
HomeMart,AgriTech,Smart Farming,Bengaluru,"IFC, Info Edge, Kalaari Capital",Seed,1639000,2020-07-29
NimbusLabs,AgriTech,Marketplace,Noida,"Falcon Edge, Kalaari Capital",Debt,1018000,2020-03-16
Myntra,EdTech,Test Prep,Noida,A91 Partners,Pre-Seed,37000,2023-03-26
NextStack,FoodTech,Food Delivery,Mumbai,"Kedaara Capital, Sequoia Capital India, Y Combinator",Series A,5720000,2025-04-06
SmartTech,Consumer Electronics,Wearables,Kolkata,"LCatterton, SoftBank Vision Fund",Seed,226000,2021-03-25
InMobi,HealthTech,Pharmacy,Chennai,"Mirae Asset, Ribbit Capital, Y Combinator",Bridge,55000,2024-09-02
BharatPe,AgriTech,Supply Chain,Hyderabad,"Blume Ventures, Mirae Asset",Series B,7709000,2020-06-25
NeoLabs,FoodTech,Food Delivery,Hyderabad,Tiger Global Management,Seed,701000,2023-02-14
Licious,Logistics,Supply Chain,Delhi,"Sequoia Capital India, Tiger Global",Seed,568000,2024-10-26
Paytm,E-commerce,Grocery,Gurugram,"Matrix Partners India, SoftBank Vision Fund",Seed,55000,2021-04-03
AgriFit,Retail,Fashion,Hyderabad,"Accel, IFC, Omidyar Network",Angel,10000,2024-10-13
Postman,Consumer Electronics,Wearables,Mumbai,"IFC, Omidyar Network",Bridge,117000,2024-05-19
Zomato,Enterprise,Automation,Bengaluru,"Lightspeed India, Nexus Venture Partners, Y Combinator",Series A,6169000,2020-12-08
Cars24,Media,Content,Noida,Blume Ventures,Series A,1055000,2024-11-17
Mobikwik,SaaS,DevTools,Mumbai,"Sequoia Capital India, Ventures India",Series D,63545000,2022-06-18
FarmBox,Mobility,Ride Sharing,Mumbai,"Prosus Ventures, Y Combinator",Seed,956000,2024-01-04
WorkPay,Mobility,EV,Gurugram,LCatterton,Seed,97000,2022-05-28
ShareChat,FinTech,InsurTech,Delhi,"Accel, Peak XV",Series C,117144000,2024-01-09
HyperLabs,Retail,E-Retail,Chennai,Prosus Ventures,Seed,120000,2024-04-03
WorkPay,FinTech,NeoBank,Hyderabad,"IFC, Kedaara Capital",Pre-Series A,126000,2024-12-19
HyperLabs,FinTech,WealthTech,Noida,"Kalaari Capital, LCatterton, Ribbit Capital",Series A,1932000,2020-10-27
Ola,Media,Content,Chennai,Accel,Series C,141411000,2024-12-09
WorkStack,Media,Streaming,Delhi,Lightspeed India,Series A,10148000,2023-01-12
FreshTech,Retail,Fashion,Delhi,"Matrix Partners India, Omidyar Network",Pre-Seed,135000,2024-12-28
Oyo,Media,Content,Noida,Matrix Partners India,Seed,216000,2020-05-02
ClearDekho,SaaS,B2B SaaS,Bengaluru,Info Edge,Series C,122112000,2025-04-11
MediHive,EdTech,K12,Pune,"A91 Partners, Nexus Venture Partners, Y Combinator",Seed,107000,2023-09-27
LogiMart,Mobility,Micro Mobility,Gurugram,"Accel, Kedaara Capital",Series C,44238000,2022-01-09
Flipkart,E-commerce,Quick Commerce,Bengaluru,"Accel, Lightspeed India",Pre-Series A,788000,2020-09-23
CoreConnect,Mobility,EV,Hyderabad,"Prosus Ventures, Tiger Global Management",Series A,1036000,2023-07-27
NeoLabs,FoodTech,Cloud Kitchen,Delhi,"Falcon Edge, Info Edge, Tiger Global Management",Series A,1261000,2022-09-19
Housejoy,Media,Social,Kolkata,Peak XV,Series A,1756000,2024-03-08
Nykaa,E-commerce,Grocery,Chennai,"Elevation Capital, Falcon Edge",Seed,55000,2022-01-26
Housejoy,SaaS,HRTech,Pune,Bessemer Venture Partners,Seed,98000,2022-09-22
SmartCare,FoodTech,Cloud Kitchen,Hyderabad,Zodius Capital,Private Equity,382861000,2021-03-17
NeoLabs_904,Mobility,EV,Mumbai,A91 Partners,Growth,152047000,2022-05-05
BlueSpace,Consumer Electronics,Smart Home,Ahmedabad,"Ribbit Capital, Ventures India",Seed,1346000,2020-10-10
EduMart,Media,Content,Mumbai,"Kalaari Capital, Matrix Partners India",Series C,182986000,2023-09-22
AutoMart,FinTech,InsurTech,Hyderabad,Kedaara Capital,Series B,12899000,2024-11-08
FreshTech,E-commerce,Grocery,Mumbai,"A91 Partners, Tiger Global",Seed,130000,2023-06-21
FinFoods,Mobility,Ride Sharing,Mumbai,Tiger Global Management,Series B,14327000,2022-12-25
SkillSolutions,EdTech,Coding Bootcamp,Mumbai,Kalaari Capital,Series C,98917000,2023-05-27
FarmFit,FinTech,WealthTech,Chennai,"Matrix Partners India, SoftBank Vision Fund",Seed,134000,2020-02-19
Porter,E-commerce,Grocery,Delhi,Ventures India,Seed,500000,2021-01-09
HyperLoop,FoodTech,Grocery,Delhi,Blume Ventures,Seed,226000,2025-05-22
NimbusMart,E-commerce,D2C,Delhi,Y Combinator,Pre-Series A,356000,2021-10-25
Housejoy,FinTech,Lending,Gurugram,Mirae Asset,Series C,65156000,2023-04-15
ClearDekho,FoodTech,Cloud Kitchen,Hyderabad,"Kalaari Capital, Mirae Asset",Seed,148000,2022-08-09
Freshworks,RealEstate,PropTech,Bengaluru,"Matrix Partners India, Prosus Ventures",Seed,1654000,2025-05-27
FreshSolutions,FoodTech,Food Delivery,Mumbai,Bessemer Venture Partners,Series D,290119000,2022-10-21
SmartCare,HealthTech,Diagnostics,Noida,"Info Edge, Sequoia Capital India",Bridge,84000,2025-05-22
SmartMart,AgriTech,Smart Farming,Delhi,"Elevation Capital, Matrix Partners India",Pre-Seed,148000,2025-03-26
QuantumAnalytics,Enterprise,Automation,Gurugram,Tiger Global,Series A,3743000,2022-11-11
CRED,Logistics,Last Mile,Chennai,Kedaara Capital,Series B,59720000,2024-08-27
QuantumSolutions,EdTech,UpSkilling,Pune,"Info Edge, Matrix Partners India, Tiger Global Management",Series B,45929000,2025-06-29
DataHive,AgriTech,Smart Farming,Bengaluru,"LCatterton, Omidyar Network, Sequoia Capital India",Angel,18000,2020-09-30
MediSpace,FoodTech,Grocery,Kolkata,Bessemer Venture Partners,Series C,21255000,2023-01-07
Dunzo,Mobility,Ride Sharing,Kolkata,"Y Combinator, Zodius Capital",Series B,10531000,2021-12-23
EduTech,Retail,Fashion,Bengaluru,Info Edge,Seed,369000,2022-01-28
HomeAnalytics,Retail,Grocery,Pune,"Ribbit Capital, Zodius Capital",Seed,517000,2024-07-29
HomeAnalytics,Consumer Electronics,Wearables,Bengaluru,"Kedaara Capital, Lightspeed India",Seed,129000,2025-01-26
AutoMart,Logistics,Fleet Management,Noida,Prosus Ventures,Series A,1458000,2023-02-04
NoBroker,E-commerce,Grocery,Delhi,Peak XV,Series B,50620000,2020-09-17
HomeFoods,Media,Content,Gurugram,"Omidyar Network, Prosus Ventures",Series D,482361000,2020-02-17
AutoFlow_933,FoodTech,Grocery,Bengaluru,"Kalaari Capital, Zodius Capital",Series D,167749000,2021-10-23
NeoTech,Consumer Electronics,Wearables,Pune,"Elevation Capital, Kalaari Capital, Lightspeed India",Series A,1592000,2020-03-30
EduMart,FoodTech,Cloud Kitchen,Pune,Tiger Global Management,Seed,137000,2023-03-17
Zepto,Media,Content,Mumbai,SoftBank Vision Fund,Angel,5000,2021-02-07
Byju's,RealEstate,Rental Tech,Mumbai,Omidyar Network,Pre-Seed,164000,2022-06-03
WorkStack,EdTech,Test Prep,Kolkata,Zodius Capital,Seed,77000,2021-11-28
FinSpace,Retail,Fashion,Ahmedabad,"Info Edge, Nexus Venture Partners, Tiger Global Management",Series A,4765000,2020-07-14
GreenMart,Enterprise,Automation,Mumbai,"Omidyar Network, Tiger Global",Series C,42009000,2020-05-06
Paytm,E-commerce,Quick Commerce,Bengaluru,"Kalaari Capital, Ribbit Capital",Series A,4485000,2021-08-26
Flipkart,EdTech,Test Prep,Kolkata,"IFC, Ribbit Capital",Pre-Series A,448000,2024-06-16
BlueSpace,RealEstate,PropTech,Kolkata,Accel,Series A,9459000,2023-04-18
UrbanStack,E-commerce,Grocery,Gurugram,"Falcon Edge, Mirae Asset, Y Combinator",Angel,9000,2020-09-15
Ola,HealthTech,Diagnostics,Delhi,SoftBank Vision Fund,Series C,20605000,2020-05-03
DriveEdge,RealEstate,Home Services,Hyderabad,Nexus Venture Partners,Series A,1449000,2023-01-13
FreshTech,Logistics,Supply Chain,Bengaluru,"Matrix Partners India, Nexus Venture Partners, Zodius Capital",Series A,11442000,2023-09-08
Udaan,FoodTech,Food Delivery,Gurugram,Bessemer Venture Partners,Bridge,1256000,2023-08-04
DataHive,Consumer Electronics,Smart Home,Kolkata,"A91 Partners, SoftBank Vision Fund",Series A,5042000,2021-11-09
Delhivery,FoodTech,Food Delivery,Delhi,Mirae Asset,Seed,458000,2024-11-29
Rapido,RealEstate,PropTech,Gurugram,Mirae Asset,Series A,6055000,2021-03-12
FreshBox,FoodTech,Cloud Kitchen,Chennai,Sequoia Capital India,Seed,95000,2020-01-14
Licious,FinTech,NeoBank,Mumbai,Ribbit Capital,Seed,1459000,2022-06-20
ShareChat,FinTech,Payments,Gurugram,LCatterton,Seed,234000,2020-12-22
NoBroker,SaaS,DevTools,Delhi,LCatterton,Seed,205000,2020-12-26
DataAnalytics,HealthTech,Health Analytics,Mumbai,Info Edge,Seed,339000,2021-03-06
Nykaa,Retail,Grocery,Delhi,IFC,Bridge,59000,2025-06-24
Byju's,E-commerce,Marketplace,Delhi,Y Combinator,Series C,31376000,2021-01-27
DriveLoop,EdTech,Test Prep,Ahmedabad,"Elevation Capital, Nexus Venture Partners",Series A,7379000,2024-10-15
LogiMart_960,Retail,Grocery,Delhi,"LCatterton, Lightspeed India",Series D,60502000,2025-06-06
HealthRise,Retail,Fashion,Ahmedabad,"Ribbit Capital, Ventures India",Seed,463000,2022-11-07
NimbusWorks,Consumer Electronics,Audio,Pune,"Mirae Asset, Peak XV",Series B,9872000,2022-12-12
FoodFit,Retail,Fashion,Bengaluru,Info Edge,Seed,210000,2025-01-06
FinSpace,Logistics,Supply Chain,Chennai,Matrix Partners India,Series A,2185000,2025-03-30
WorkFit,E-commerce,D2C,Kolkata,"Falcon Edge, Tiger Global",Series A,2620000,2021-04-16
BlueSpace,Consumer Electronics,Wearables,Chennai,Elevation Capital,Pre-Series A,524000,2022-10-15
GrowthFlow,EdTech,UpSkilling,Mumbai,Zodius Capital,Pre-Series A,198000,2020-06-17
HealthRise,EdTech,Test Prep,Mumbai,Lightspeed India,Seed,404000,2020-03-19
FreshBox,Media,Streaming,Hyderabad,Tiger Global Management,Seed,289000,2023-05-22
Swiggy,FinTech,WealthTech,Hyderabad,"Peak XV, Zodius Capital",Series C,120661000,2024-05-22
UrbanStack,Mobility,Ride Sharing,Chennai,"Lightspeed India, Matrix Partners India, Omidyar Network",Seed,1584000,2024-01-21
InMobi,Media,Content,Pune,Info Edge,Series C,145412000,2021-10-03
SkillRise,Consumer Electronics,Smart Home,Bengaluru,Elevation Capital,Pre-Series A,164000,2023-03-28
MediSpace,RealEstate,Home Services,Pune,"Prosus Ventures, Ventures India",Seed,56000,2022-05-21
Delhivery,SaaS,B2B SaaS,Ahmedabad,Nexus Venture Partners,Series C,40689000,2025-03-03
FreshBox,Retail,Fashion,Ahmedabad,"Kalaari Capital, Lightspeed India",Series A,5010000,2022-03-11
AeroHub,E-commerce,D2C,Ahmedabad,Accel,Bridge,60000,2023-08-01
Zomato,RealEstate,Rental Tech,Delhi,"Blume Ventures, Mirae Asset",Pre-Seed,63000,2023-11-12
CRED,FoodTech,Food Delivery,Gurugram,Tiger Global,Seed,452000,2023-09-12
MediSpace,Enterprise,Security,Chennai,Falcon Edge,Seed,172000,2020-08-14
GrowthCare,FoodTech,Cloud Kitchen,Delhi,"Prosus Ventures, Zodius Capital",Growth,382414000,2021-09-26
NextSense,Logistics,Fleet Management,Gurugram,"Elevation Capital, Sequoia Capital India",Series A,1335000,2023-11-03
SmartCare,Enterprise,Security,Ahmedabad,LCatterton,Series C,24513000,2022-12-12
NeoLabs,AgriTech,Supply Chain,Mumbai,"Y Combinator, Zodius Capital",Seed,734000,2024-12-09
Delhivery,FoodTech,Grocery,Delhi,"Info Edge, Ventures India",Pre-Series A,313000,2021-01-02
BlueTech,E-commerce,Fashion,Bengaluru,Elevation Capital,Seed,634000,2024-11-17
Cars24,RealEstate,PropTech,Gurugram,"Nexus Venture Partners, Y Combinator",Angel,18000,2022-04-22
Zomato,Mobility,EV,Chennai,Falcon Edge,Series A,1949000,2021-06-01
SmartMart_989,RealEstate,Rental Tech,Kolkata,"IFC, Kalaari Capital",Pre-Series A,659000,2024-03-07
MediSpace,Media,Social,Pune,"Accel, Info Edge",Series B,45874000,2022-08-08
HomeMart,Consumer Electronics,Audio,Kolkata,Blume Ventures,Series C,131237000,2024-09-19
PhonePe,AgriTech,Supply Chain,Delhi,"Accel, Kalaari Capital, Ventures India",Seed,136000,2022-12-30
SkillFlow,SaaS,DevTools,Gurugram,"Falcon Edge, Info Edge, Tiger Global",Series B,25685000,2025-01-02
Zomato,FoodTech,Grocery,Hyderabad,Tiger Global,Series A,2658000,2023-05-10
UrbanSolutions,EdTech,UpSkilling,Gurugram,Sequoia Capital India,Seed,70000,2020-02-02
CloudLabs,E-commerce,Marketplace,Mumbai,"Blume Ventures, Kalaari Capital",Series C,239814000,2024-08-27
AeroStack,SaaS,DevTools,Ahmedabad,"Nexus Venture Partners, Peak XV",Seed,83000,2023-01-14
Meesho,E-commerce,D2C,Pune,"Info Edge, Kalaari Capital, SoftBank Vision Fund",Seed,1665000,2022-04-03
Byju's,RealEstate,Home Services,Ahmedabad,Kalaari Capital,Pre-Series A,279000,2020-05-17
Chargebee,E-commerce,Grocery,Ahmedabad,Omidyar Network,Seed,99000,2025-05-18
UrbanDrive,Retail,Fashion,Delhi,"IFC, Mirae Asset, SoftBank Vision Fund",Seed,369000,2023-07-25
WorkStack_1002,AgriTech,Smart Farming,Chennai,Falcon Edge,Series A,10633000,2024-02-28
UrbanStack,AgriTech,Supply Chain,Hyderabad,Ribbit Capital,Seed,745000,2022-05-27
HealthWorks,Consumer Electronics,Wearables,Gurugram,"Omidyar Network, Peak XV, Sequoia Capital India",Seed,980000,2021-02-22
Ola,Media,Content,Delhi,Falcon Edge,Seed,568000,2023-08-11
SkillRise,Logistics,Last Mile,Gurugram,Matrix Partners India,Series D,246176000,2021-11-09
Udaan,RealEstate,PropTech,Gurugram,"Info Edge, SoftBank Vision Fund",Series A,9971000,2022-02-20
MediHive_1008,Consumer Electronics,Audio,Gurugram,Nexus Venture Partners,Seed,126000,2020-10-16
NoBroker,AgriTech,Marketplace,Gurugram,"Kedaara Capital, SoftBank Vision Fund",Seed,304000,2020-06-09
BlueRise,HealthTech,Diagnostics,Hyderabad,"IFC, Lightspeed India, Mirae Asset",Seed,113000,2022-07-07
ShareChat,FoodTech,Food Delivery,Delhi,"Info Edge, Omidyar Network",Series A,14507000,2022-05-15
HyperLoop,Retail,Grocery,Bengaluru,Ventures India,Series C,257828000,2022-05-25
Delhivery,AgriTech,Marketplace,Delhi,Y Combinator,Series A,1113000,2020-12-25
BigBasket,Consumer Electronics,Wearables,Chennai,SoftBank Vision Fund,Series A,6758000,2022-09-11
CoreSpace,EdTech,Test Prep,Bengaluru,"Kalaari Capital, Y Combinator",Growth,574676000,2024-02-04
AutoMart,SaaS,MarTech,Kolkata,Kalaari Capital,Seed,97000,2023-04-19
GrowthConnect,E-commerce,Fashion,Ahmedabad,"Bessemer Venture Partners, Peak XV",Seed,406000,2024-04-11
NextFlow,Consumer Electronics,Smart Home,Pune,"Peak XV, Ventures India",Series B,63289000,2023-08-26
HomeMart,Enterprise,Security,Bengaluru,Matrix Partners India,Series B,5493000,2023-08-14
AutoFlow,HealthTech,Pharmacy,Gurugram,"Bessemer Venture Partners, Sequoia Capital India, Zodius Capital",Series A,6610000,2025-05-03
AeroHub,AgriTech,Supply Chain,Noida,"Blume Ventures, Info Edge",Angel,12000,2024-11-29
Oyo,Mobility,Micro Mobility,Chennai,"Peak XV, Ventures India",Series A,12223000,2024-02-12
Unacademy,E-commerce,Grocery,Pune,"Kedaara Capital, Lightspeed India, Ventures India",Series C,277385000,2021-07-04
MediHive,Enterprise,Security,Bengaluru,"Elevation Capital, Kalaari Capital",Seed,1628000,2024-05-03
Paytm,HealthTech,Diagnostics,Pune,Mirae Asset,Seed,288000,2020-10-02
AeroAnalytics,Consumer Electronics,Smart Home,Gurugram,"Blume Ventures, Matrix Partners India, Ventures India",Seed,1202000,2020-04-30
Freshworks,Consumer Electronics,Smart Home,Ahmedabad,Accel,Seed,1127000,2023-07-27
WorkFit,Logistics,Last Mile,Pune,"Mirae Asset, Ventures India",Pre-Seed,42000,2021-04-25
MediSpace_1029,Retail,E-Retail,Ahmedabad,Lightspeed India,Series C,188760000,2020-03-26
MediHive,Mobility,EV,Kolkata,"Info Edge, Y Combinator",Series A,1105000,2021-11-21
DataHive,Enterprise,Analytics,Pune,"Tiger Global, Y Combinator",Series B,26119000,2022-02-14
FreshBox,FinTech,InsurTech,Chennai,Sequoia Capital India,Series B,9461000,2024-12-23
NeoTech,Logistics,Fleet Management,Gurugram,"Kalaari Capital, Mirae Asset, Prosus Ventures",Pre-Series A,132000,2023-06-20
FinFoods_1034,RealEstate,Home Services,Bengaluru,Tiger Global Management,Series B,6189000,2024-11-23
NeoSense,EdTech,Coding Bootcamp,Chennai,Y Combinator,Series B,34466000,2024-06-14
FarmBox,Enterprise,Automation,Mumbai,"Lightspeed India, Nexus Venture Partners",Series B,12830000,2021-08-24
ClearDekho,FinTech,Lending,Kolkata,"Mirae Asset, Tiger Global Management",Series C,142371000,2021-09-09
EduMart,Consumer Electronics,Smart Home,Noida,Ventures India,Seed,64000,2021-03-09
Unacademy,E-commerce,Fashion,Bengaluru,LCatterton,Seed,160000,2025-03-17
QuantumSolutions,Logistics,Fleet Management,Kolkata,Prosus Ventures,Bridge,366000,2023-10-05
NeoLabs,Media,Content,Gurugram,"SoftBank Vision Fund, Tiger Global",Angel,53000,2024-04-18
QuantumAnalytics,Retail,Fashion,Chennai,Nexus Venture Partners,Series C,47415000,2021-04-02
Unacademy,E-commerce,Quick Commerce,Pune,Ventures India,Series B,28354000,2025-04-03
Porter,AgriTech,Smart Farming,Delhi,"A91 Partners, Sequoia Capital India",Series D,384546000,2025-05-07
HealthWorks,EdTech,Coding Bootcamp,Chennai,"Nexus Venture Partners, Peak XV, Prosus Ventures",Seed,485000,2022-01-17
HomeAnalytics,FinTech,NeoBank,Kolkata,Zodius Capital,Seed,118000,2024-07-29
Chargebee,RealEstate,Home Services,Delhi,"Bessemer Venture Partners, Kedaara Capital, Prosus Ventures",Series A,1068000,2020-10-25
FoodLoop,Media,Social,Hyderabad,"Mirae Asset, Zodius Capital",Debt,22303000,2023-12-17
NimbusLabs,FoodTech,Cloud Kitchen,Pune,IFC,Seed,54000,2024-01-07
Zepto,Media,Streaming,Bengaluru,IFC,Angel,69000,2024-05-08
DriveFit,Enterprise,Automation,Delhi,"Prosus Ventures, SoftBank Vision Fund",Debt,2677000,2023-01-27
NextFlow,FoodTech,Cloud Kitchen,Noida,"A91 Partners, Kedaara Capital, LCatterton",Series B,67565000,2021-08-01
Wakefit,HealthTech,Pharmacy,Ahmedabad,"Elevation Capital, Omidyar Network, Prosus Ventures",Growth,411602000,2020-04-20
Ola,Media,Content,Hyderabad,Bessemer Venture Partners,Angel,99000,2021-03-05
BlueRise,FinTech,WealthTech,Ahmedabad,Y Combinator,Seed,182000,2024-05-27
DriveLoop,HealthTech,Telemedicine,Mumbai,Peak XV,Pre-Series A,585000,2022-08-28
Housejoy,Mobility,Micro Mobility,Pune,Ribbit Capital,Series A,2970000,2025-06-09
CoreConnect,E-commerce,Marketplace,Chennai,"Peak XV, Ribbit Capital",Series A,3668000,2023-11-09
UrbanSolutions,Retail,Fashion,Mumbai,"Info Edge, Ribbit Capital, Y Combinator",Series C,109404000,2024-11-06
MediSpace,E-commerce,Quick Commerce,Kolkata,"Lightspeed India, Omidyar Network",Series B,56361000,2025-02-03
GrowthCare,Media,Social,Ahmedabad,"Elevation Capital, Kedaara Capital, Nexus Venture Partners",Seed,1886000,2022-09-18
NeoSense_1062,Enterprise,Automation,Delhi,Kalaari Capital,Pre-Series A,587000,2023-12-06
NeoLabs_1063,Enterprise,Automation,Noida,"Nexus Venture Partners, Tiger Global Management, Ventures India",Series B,15923000,2024-06-06
Housejoy,HealthTech,Diagnostics,Bengaluru,Nexus Venture Partners,Series A,3130000,2024-06-27
FreshSolutions,RealEstate,PropTech,Mumbai,Accel,Series A,7370000,2024-10-09
